user_id,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta2_mfcc_1,delta2_mfcc_2,delta2_mfcc_3,delta2_mfcc_4,delta2_mfcc_5,delta2_mfcc_6,delta2_mfcc_7,delta2_mfcc_8,delta2_mfcc_9,delta2_mfcc_10,delta2_mfcc_11,delta2_mfcc_12,delta2_mfcc_13,pitch_mean,energy_mean,zcr_mean,rolloff_mean
4,-701.4378,64.56589,-5.418163,26.63874,-3.055991,-4.190898,-18.255938,-9.601655,-9.765827,-9.109736,-18.428936,-9.878535,-10.78625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.788516,0.002736,0.302832,4735.510254
4,-697.20703,51.281635,-8.131695,12.846239,-8.914272,3.329333,-9.60772,-5.999633,-8.627278,-6.423236,-11.336099,-4.329391,-8.119621,1.088823,0.248718,-0.241547,0.547457,0.196389,-0.157367,-0.16283,-0.254008,-0.115264,-0.044872,-0.168146,0.08628,0.026122,-0.27006,0.08635,0.165994,-0.087438,0.041917,0.063749,0.082785,0.138885,0.086129,0.036373,0.076979,-0.098007,-0.018469,30.539451,0.003235,0.431376,5986.728923
4,-757.6063,59.925392,-9.167317,12.409193,-3.613832,-3.705809,-8.868843,-4.11638,-13.193109,-0.829004,-9.626027,-3.474589,-7.071682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.409439,0.002009,0.477557,6296.418254
4,-726.08405,63.452164,-0.127383,14.962819,-8.517974,3.721263,0.814111,-1.756625,-15.520333,0.177063,-6.63082,-6.012158,-12.478133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.094042,0.002674,0.400723,5512.549845
4,-722.0937,63.12651,-3.766622,11.080929,-7.11831,-1.453977,-6.353207,-6.347197,-13.318322,-3.821814,-13.714065,-3.624219,-11.609783,0.740081,0.491429,0.095794,0.026333,0.079502,-0.080224,0.123709,0.276479,0.205292,-0.061634,-0.13107,-0.013089,0.000678,-0.050716,0.155269,0.346093,-0.228166,-0.188049,0.051737,0.028832,-0.095245,-0.094746,0.009931,0.076082,-0.017043,-0.047443,22.648268,0.002966,0.450842,5938.22937
4,-744.3526,43.330986,-10.193455,25.091396,-7.91227,1.641704,-10.498891,-1.65986,-9.789826,-3.170703,-14.884694,-4.701968,-5.68789,0.23907,-0.169203,-0.113739,0.184642,-0.071896,0.010042,-0.036745,0.025286,0.026845,-0.024463,-0.004864,-0.035029,0.102348,-0.163427,0.111386,0.073654,-0.098233,0.030089,-0.031454,0.059282,-0.012348,-0.040308,0.006698,0.038041,0.001886,-0.068324,20.434495,0.002436,0.438856,5976.859538
4,-707.81885,61.253628,5.490832,18.915003,-11.197448,-2.281551,-7.265826,-4.914749,-18.295753,-5.446978,-10.493257,-6.00312,-10.856959,-0.296636,0.257454,-0.025229,-0.08287,0.135894,-0.104378,0.015303,-0.001891,0.084415,-0.089982,0.010488,-0.006651,0.019739,0.049222,-0.021878,0.003254,-0.028664,-0.001839,0.024783,-0.011863,0.007959,-0.023396,-0.000039,0.024821,0.018467,-0.030041,26.374656,0.003185,0.414336,5636.814372
4,-721.5991,51.30698,-3.295677,22.84668,-3.440885,4.889343,-10.290565,-6.268097,-14.677101,-1.108945,-8.199871,-6.335974,-9.11674,2.950786,1.245788,-0.441716,0.286464,-0.15901,0.026166,-0.057392,-0.053517,-0.122031,-0.155535,-0.018838,-0.024907,0.011796,-0.835785,-0.162395,0.137584,-0.08163,0.094208,-0.087811,0.104563,-0.006139,0.072807,0.051423,0.008694,0.065492,0.007285,17.115559,0.002613,0.442638,5817.952474
4,-673.55145,72.50025,-6.053392,13.543208,-4.530559,7.460666,-12.267304,-12.025389,-20.441397,-9.485322,-8.349395,-6.675797,-13.397259,1.045951,0.526555,-0.297603,0.331274,0.322563,-0.557347,-0.509929,0.077533,0.104612,-0.033496,-0.029793,-0.030115,0.041515,-0.086361,0.004146,0.090282,-0.0241,0.000059,0.130896,0.071145,-0.016639,0.059802,0.090373,0.005189,-0.023495,0.002008,33.596409,0.003153,0.28396,4447.354126
4,-712.43317,58.19022,-2.729154,24.360212,2.944015,-3.711496,-7.156858,-4.735549,-18.146013,-5.115136,-12.59251,-9.556573,-8.505589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.808203,0.003112,0.382846,5421.133423
1,-628.94244,67.686775,-7.605129,14.802862,-1.8423762,4.4066916,2.5165944,-5.0931983,0.35172507,1.841864,-7.598557,-0.5126374,-3.999557,0,0,-3.53E-08,-3.53E-08,5.74E-08,1.77E-08,8.83E-09,-1.77E-08,-4.42E-09,0,-8.83E-09,8.83E-09,-6.62E-09,8.83E-08,-1.77E-08,-3.53E-08,1.77E-08,5.30E-08,0,-1.77E-08,-2.21E-08,4.42E-09,-8.83E-09,-8.83E-09,-4.42E-09,-3.31E-09,19.05802652,0.008393318,0.4793972439,6435.985311
1,-1108.148,7.4161706,0.2618729,4.282705,0.7498832,1.3336409,-1.2065537,1.940872,-0.5025827,0.473058,-0.41534904,0.7884362,-0.16988869,0.09439291,0.06504706,0.07311904,0.10609965,0.014929303,0.05213563,0.04367213,-0.0251614,0.030646976,0.003373049,-0.03422013,0.034931574,-0.016855227,0.07687754,0.058038622,0.061462786,0.08638958,0.013957536,0.04155331,0.032128062,-0.019632874,0.02014718,0.0009966647,-0.02827787,0.024867637,-0.013587225,9.702755711,2.08E-05,0.8004399052,9648.619588
1,-684.31085,75.1648,-20.08308,32.894222,-13.320622,5.693525,9.980085,-9.642665,-4.9078093,4.9211974,-5.6844625,2.109457,-11.786652,0.017648062,-0.019091818,0.004262465,0.012532004,-0.023384394,0.02321743,-0.012170173,-0.004496477,0.018916033,-0.024345946,0.018334566,-0.0038307132,-0.012266547,0.0053778756,-0.0058060754,0.0012626471,0.003867273,-0.0071527604,0.0070461254,-0.003615141,-0.001497463,0.0058635254,-0.007427538,0.005478276,-0.0009732335,-0.0039331117,17.33440439,0.0035727455,0.3518676758,5266.114299
1,-720.6925,57.273907,-3.8652322,21.518492,-3.2424495,0.3317625,4.071586,-12.672791,-6.1380467,7.366163,-8.850878,-6.598113,-3.4240508,0.0006651702,0.00094039354,0.0009393427,0.0009375855,0.0009351748,0.0009321107,0.0009283313,0.0009239073,0.0009187769,0.0009130063,0.00090659107,0.0008995091,0.00089178706,0.00060469133,0.0008548631,0.0008539182,0.0008524259,0.000850183,0.0008473661,0.00084391347,0.00083992217,0.0008352421,0.00082997925,0.0008241645,0.00081772276,0.00081070705,9.523519418,0.003925245,0.5434050383,6802.548218
1,-650.86444,47.336895,-12.370374,31.35059,4.6664066,0.20982361,-1.239197,-8.8315935,-6.08642,0.661955,-11.18766,-5.6854863,-5.8721943,0,-7.06E-08,-3.53E-08,3.53E-08,-1.77E-08,0,8.83E-09,-8.83E-09,-1.77E-08,-8.83E-09,-8.83E-09,-8.83E-09,0,-3.53E-08,-3.53E-08,-3.53E-08,-1.77E-08,2.65E-08,2.65E-08,-1.32E-08,0,8.83E-09,1.99E-08,1.32E-08,8.83E-09,0,16.99817294,0.004993722,0.5150462963,6659.442139
1,-617.8528,49.343937,-3.521568,31.096132,1.7298112,2.092349,-4.933985,-9.387814,-5.6819806,-0.8285977,-11.166876,-5.9317102,-6.3704214,-1.41E-07,3.53E-08,0,3.53E-08,0,-8.83E-09,-2.65E-08,0,8.83E-09,-4.42E-09,-1.77E-08,4.42E-09,0,0,-3.53E-08,0,-3.53E-08,-2.21E-08,1.77E-08,0,-1.77E-08,1.27E-08,1.77E-08,4.42E-09,1.77E-08,0,17.91653876,0.0055015218,0.4610075774,6066.780599
1,-662.96643,39.768253,0.15668008,24.108145,-2.0760906,-1.4661351,-0.38707033,-5.543597,-7.087023,-2.0146239,-7.425446,-5.244482,-4.1995854,0.14712107,-0.17394365,0.085065804,0.024037467,-0.112680756,0.15110075,-0.13198735,0.07159966,-0.00060361845,-0.050519176,0.06447706,-0.04286019,0.0026914102,-0.09299947,0.10937105,-0.051808223,-0.01843349,0.074719176,-0.09783937,0.08355245,-0.0431113,-0.0030508395,0.035129663,-0.04249567,0.027163789,-0.0010812879,17.45669723,0.004513091,0.5548253942,6904.083252
1,-646.1934,64.12459,-12.688324,29.487883,-0.48553833,-0.5360407,-8.540459,-11.558751,-6.062216,2.3215647,-13.492199,-3.2882628,-4.9641643,-0.44284204,0.21951927,0.22764128,-0.1176097,0.01632037,-0.09879546,0.091030456,-0.02088377,-0.018552056,-0.0037439482,0.023629962,0.017572774,0.00023759902,0.2347144,-0.10628654,-0.115992725,0.0401243,-0.012465512,0.050157405,-0.025709303,0.01735085,-0.01040169,0.009843905,-0.022407515,-0.0061282823,0.005879104,16.44133699,0.005972416,0.4548385055,6012.349447
1,-614.7806,57.12238,-2.5454366,25.4527,-3.1143725,-2.6742344,-0.5215191,-8.861177,-10.019348,-0.80684674,-9.332162,-2.9776545,-4.4436345,-3.53E-08,0,8.83E-09,0,-3.53E-08,-8.83E-09,-8.83E-09,6.62E-09,2.65E-08,-8.83E-09,-8.83E-09,-2.21E-09,-2.21E-09,3.53E-08,-5.30E-08,-2.21E-08,8.83E-09,1.77E-08,2.65E-08,2.21E-09,8.83E-09,3.53E-08,-4.42E-09,-8.83E-09,2.21E-09,6.62E-09,17.62765391,0.006228415,0.4475188079,5778.325399
1,-617.66656,56.849697,-8.308876,10.773839,-4.3044195,-3.0549128,-1.1562884,-6.854019,-8.681795,0.5984267,-4.474819,-2.6702738,-1.6075997,1.41E-07,0,0,-1.77E-08,-1.77E-08,0,8.83E-09,0,8.83E-09,-4.42E-09,0,0,8.83E-09,7.06E-08,3.53E-08,-8.83E-09,0,-2.21E-08,-8.83E-09,4.42E-09,-1.43E-08,4.42E-09,-2.21E-09,0,0,4.42E-09,21.76351115,0.0075791697,0.5569322374,6812.068685
1,-620.53125,52.88201,-10.164153,24.494236,4.267083,0.047233015,-7.988747,-7.889984,-8.595221,1.1227992,-7.957697,-5.0458994,-4.7189765,-1.41E-07,1.06E-07,0,1.77E-08,1.77E-08,0,0,-2.65E-08,0,-2.21E-08,8.83E-09,4.42E-09,-1.10E-09,0,3.53E-08,0,1.77E-08,-8.83E-09,0,8.83E-09,-1.77E-08,-1.77E-08,-8.83E-09,-1.32E-08,6.62E-09,0,18.46348329,0.006575788,0.4641542788,5974.167887
1,-564.71155,43.338135,0.48122406,23.467258,-0.7903804,-6.963878,-2.0352187,-4.508747,-6.834223,-5.013098,-8.067269,-1.4980714,-3.976109,0,5.30E-08,-3.53E-08,-3.53E-08,-1.77E-08,-1.77E-08,4.42E-09,0,8.83E-09,0,0,0,-8.83E-09,1.77E-08,-3.53E-08,-4.42E-09,-4.42E-09,2.21E-08,-3.53E-08,-1.77E-08,4.42E-09,0,4.42E-09,1.10E-08,-8.83E-09,-2.21E-09,21.68890269,0.0071282266,0.4384336118,5830.413818
